WORD_ID	SENTENCE_ID
1-5-1	0
1-5-2	0
1-5-3	0
1-5-4	0
1-5-5	0
1-5-6	0
1-5-7	0
1-5-8	0
1-5-9	0
1-5-10	0
1-5-11	0
1-5-12	0
1-5-13	0
1-5-14	0
1-5-15	0
1-5-16	0
1-5-17	0
1-5-18	0
1-5-19	0
1-5-20	0
1-5-21	0
1-5-22	0
1-5-23	1
1-5-24	1
1-5-25	1
1-5-26	1
1-5-27	1
1-5-28	1
1-5-29	1
1-5-30	1
1-5-31	1
1-5-32	1
1-5-33	1
1-5-34	1
1-5-35	1
1-5-36	1
1-5-37	1
1-5-38	1
1-5-39	1
1-5-40	1
1-5-41	1
1-5-42	1
1-5-43	1
1-5-44	1
1-5-45	1
1-5-46	1
1-5-47	1
1-5-48	1
1-5-49	1
1-5-50	1
1-5-51	1
1-5-52	1
1-5-53	1
1-5-54	2
1-5-55	2
1-5-56	2
1-5-57	2
1-5-58	2
1-5-59	2
1-5-60	2
1-5-61	2
1-5-62	2
1-5-63	2
1-5-64	2
1-5-65	2
1-5-66	3
1-5-67	3
1-5-68	3
1-5-69	3
1-5-70	3
1-5-71	3
1-5-72	3
1-5-73	3
1-5-74	3
1-5-75	3
1-5-76	3
1-5-77	3
1-5-78	3
1-5-79	3
1-5-80	3
1-5-81	3
1-5-82	3
1-6-1	4
1-6-2	4
1-6-3	4
1-6-4	4
1-6-5	4
1-6-6	4
1-6-7	4
1-6-8	4
1-6-9	4
1-6-10	4
1-6-11	4
1-6-12	4
1-6-13	4
1-6-14	4
1-6-15	4
1-6-16	4
1-6-17	4
1-6-18	4
1-6-19	4
1-6-20	4
1-6-21	4
1-6-22	4
1-6-23	4
1-6-24	4
1-6-25	4
1-6-26	5
1-6-27	5
1-6-28	5
1-6-29	5
1-6-30	5
1-6-31	5
1-6-32	5
1-6-33	5
1-6-34	5
1-6-35	5
1-6-36	5
1-6-37	5
1-6-38	5
1-6-39	5
1-6-40	5
1-6-41	5
1-6-42	5
1-6-43	5
1-6-44	5
1-6-45	5
1-6-46	5
1-6-47	5
1-6-48	5
1-6-49	6
1-6-50	6
1-6-51	6
1-6-52	6
1-6-53	6
1-6-54	6
1-6-55	6
1-6-56	6
1-6-57	6
1-6-58	6
1-6-59	7
1-6-60	7
1-6-61	7
1-6-62	7
1-6-63	7
1-6-64	7
1-6-65	7
1-6-66	7
1-6-67	8
1-6-68	8
1-6-69	8
1-6-70	8
1-6-71	8
1-6-72	8
1-6-73	8
1-6-74	8
1-6-75	8
1-6-76	8
1-6-77	8
1-6-78	8
1-6-79	8
1-6-80	8
1-6-81	8
1-6-82	8
1-6-83	8
1-6-84	8
1-7-1	9
1-7-2	9
1-7-3	9
1-7-4	9
1-7-5	9
1-7-6	9
1-7-7	9
1-7-8	9
1-7-9	9
1-7-10	9
1-7-11	9
1-7-12	9
1-7-13	9
1-7-14	9
1-7-15	9
1-7-16	10
1-7-17	10
1-7-18	10
1-7-19	10
1-7-20	10
1-7-21	10
1-7-22	10
1-7-23	10
1-7-24	10
1-7-25	10
1-7-26	10
1-7-27	10
1-7-28	10
1-7-29	10
1-7-30	10
1-7-31	10
1-7-32	10
1-7-33	10
1-7-34	10
1-7-35	10
1-7-36	10
1-7-37	10
1-7-38	10
1-7-39	11
1-7-40	11
1-7-41	11
1-7-42	11
1-7-43	11
1-7-44	11
1-7-45	11
1-7-46	11
1-7-47	11
1-7-48	11
1-7-49	11
1-7-50	11
1-7-51	11
1-7-52	11
1-7-53	12
1-7-54	12
1-7-55	12
1-7-56	12
1-7-57	13
1-7-58	13
1-7-59	14
1-7-60	14
1-7-61	15
1-7-62	15
1-7-63	15
1-7-64	15
1-7-65	15
1-7-66	15
1-7-67	15
1-7-68	15
1-7-69	15
1-7-70	16
1-7-71	16
1-7-72	16
1-7-73	16
1-7-74	16
1-7-75	16
1-7-76	16
1-7-77	16
1-7-78	16
1-8-1	17
1-8-2	17
1-8-3	17
1-8-4	17
1-8-5	17
1-8-6	17
1-8-7	17
1-8-8	17
1-8-9	17
1-8-10	17
1-8-11	17
1-8-12	17
1-8-13	17
1-8-14	17
1-8-15	17
1-8-16	17
1-8-17	17
1-8-18	17
1-8-19	17
1-8-20	17
1-8-21	17
1-8-22	17
1-8-23	17
1-8-24	17
1-8-25	17
1-8-26	17
1-8-27	18
1-8-28	18
1-8-29	18
1-8-30	18
1-8-31	18
1-8-32	18
1-8-33	18
1-8-34	18
1-8-35	18
1-8-36	18
1-8-37	18
1-8-38	19
1-8-39	19
1-8-40	19
1-8-41	19
1-8-42	19
1-8-43	19
1-8-44	19
1-8-45	19
1-8-46	19
1-8-47	19
1-8-48	19
1-8-49	19
1-8-50	19
1-8-51	19
1-8-52	19
1-8-53	19
1-8-54	19
1-8-55	19
1-8-56	19
1-8-57	19
1-8-58	19
1-8-59	19
1-8-60	19
1-8-61	19
1-8-62	19
1-8-63	19
1-8-64	20
1-8-65	20
1-8-66	20
1-8-67	20
1-8-68	20
1-8-69	20
1-8-70	20
1-8-71	20
1-8-72	20
1-8-73	20
1-8-74	20
1-8-75	20
1-8-76	20
1-8-77	20
1-8-78	21
1-8-79	21
1-8-80	21
1-8-81	21
1-8-82	21
1-8-83	21
1-8-84	21
1-8-85	21
1-8-86	21
1-8-87	21
1-8-88	21
1-8-89	21
1-8-90	21
1-8-91	21
1-8-92	21
1-9-1	22
1-9-2	22
1-9-3	22
1-9-4	22
1-9-5	22
1-9-6	22
1-9-7	22
1-9-8	22
1-9-9	22
1-9-10	22
1-9-11	22
1-9-12	22
1-9-13	22
1-9-14	22
1-9-15	22
1-9-16	22
1-9-17	22
1-9-18	22
1-9-19	22
1-9-20	22
1-9-21	22
1-9-22	22
1-9-23	22
1-9-24	22
1-9-25	22
1-9-26	22
1-9-27	22
1-9-28	22
1-9-29	22
1-9-30	22
1-9-31	22
1-9-32	22
1-9-33	22
1-9-34	22
1-9-35	22
1-9-36	22
1-9-37	22
1-9-38	22
1-9-39	22
1-9-40	22
1-9-41	22
1-9-42	22
1-9-43	23
1-9-44	23
1-9-45	23
1-9-46	23
1-9-47	23
1-9-48	23
1-9-49	23
1-9-50	23
1-9-51	23
1-9-52	23
1-9-53	23
1-9-54	23
1-9-55	23
1-9-56	23
1-9-57	23
1-9-58	23
1-9-59	23
1-9-60	23
1-9-61	23
1-9-62	23
1-9-63	23
1-9-64	23
1-9-65	23
1-9-66	23
1-9-67	23
1-9-68	23
1-9-69	23
1-9-70	23
1-9-71	23
1-9-72	23
1-9-73	23
1-9-74	23
1-9-75	24
1-9-76	24
1-9-77	24
1-9-78	24
1-9-79	24
1-9-80	24
1-9-81	24
1-9-82	24
1-10-1	25
1-10-2	25
1-10-3	25
1-10-4	25
1-10-5	25
1-10-6	25
1-10-7	25
1-10-8	25
1-10-9	25
1-10-10	25
1-10-11	25
1-10-12	25
1-10-13	25
1-10-14	25
1-10-15	25
1-10-16	25
1-10-17	25
1-10-18	25
1-10-19	25
1-10-20	25
1-10-21	25
1-10-22	25
1-10-23	25
1-10-24	25
1-10-25	25
1-10-26	25
1-10-27	25
1-10-28	25
1-10-29	25
1-10-30	26
1-10-31	26
1-10-32	26
1-10-33	26
1-10-34	26
1-10-35	26
1-10-36	26
1-10-37	26
1-10-38	26
1-10-39	26
1-10-40	26
1-10-41	26
1-10-42	26
1-10-43	26
1-10-44	26
1-10-45	26
1-10-46	26
1-10-47	26
1-10-48	26
1-10-49	26
1-10-50	26
1-10-51	26
1-11-1	27
1-11-2	27
1-11-3	27
1-11-4	27
1-11-5	27
1-11-6	27
1-11-7	27
1-11-8	27
1-11-9	27
1-11-10	27
1-11-11	27
1-11-12	27
1-11-13	27
1-11-14	27
1-11-15	27
1-11-16	27
1-11-17	27
1-11-18	27
1-11-19	27
1-11-20	27
1-11-21	27
1-11-22	27
1-11-23	27
1-11-24	27
1-11-25	27
1-11-26	27
1-11-27	27
1-11-28	27
1-11-29	27
1-11-30	27
1-11-31	27
1-11-32	27
1-11-33	27
1-11-34	27
1-11-35	27
1-11-36	27
1-11-37	27
1-11-38	27
1-11-39	27
1-11-40	27
1-11-41	27
1-11-42	27
1-11-43	27
1-11-44	27
1-11-45	28
1-11-46	28
1-11-47	28
1-11-48	28
1-11-49	28
1-11-50	28
1-11-51	28
1-11-52	28
1-11-53	28
1-11-54	28
1-11-55	28
1-11-56	28
1-11-57	28
1-11-58	28
1-11-59	28
1-11-60	28
1-11-61	28
1-11-62	28
1-11-63	28
1-11-64	28
1-11-65	28
1-11-66	28
1-11-67	28
1-11-68	28
1-11-69	28
1-11-70	28
1-11-71	28
1-11-72	28
1-11-73	28
1-11-74	28
1-11-75	28
1-11-76	28
1-11-77	28
1-11-78	28
1-11-79	28
1-11-80	28
1-12-1	29
1-12-2	29
1-12-3	29
1-12-4	29
1-12-5	29
1-12-6	29
1-12-7	29
1-12-8	29
1-12-9	29
1-12-10	29
1-12-11	29
1-12-12	29
1-12-13	29
1-12-14	29
1-12-15	29
1-12-16	30
1-12-17	30
1-12-18	30
1-12-19	30
1-12-20	31
1-12-21	31
1-12-22	31
1-12-23	32
1-12-24	32
1-12-25	32
1-12-26	32
1-12-27	32
1-12-28	32
1-12-29	32
1-12-30	32
1-12-31	32
1-12-32	32
1-12-33	32
1-12-34	32
1-12-35	33
1-12-36	33
1-12-37	33
1-12-38	33
1-12-39	33
1-12-40	34
1-12-41	35
1-12-42	35
1-12-43	35
1-12-44	35
1-12-45	35
1-12-46	35
1-12-47	35
1-12-48	35
1-12-49	36
1-12-50	36
1-12-51	36
1-12-52	36
1-12-53	36
1-12-54	36
1-12-55	36
1-12-56	36
1-12-57	36
1-12-58	37
1-12-59	37
1-12-60	37
1-12-61	37
1-12-62	38
1-12-63	38
1-12-64	38
1-12-65	38
1-12-66	38
1-12-67	38
1-12-68	38
1-12-69	38
1-12-70	38
1-12-71	38
1-12-72	38
1-12-73	38
1-12-74	39
1-12-75	39
1-12-76	39
1-12-77	39
1-12-78	39
1-13-1	40
1-13-2	40
1-13-3	40
1-13-4	41
1-13-5	41
1-13-6	41
1-13-7	41
1-13-8	41
1-13-9	41
1-13-10	41
1-13-11	41
1-13-12	41
1-13-13	41
1-13-14	41
1-13-15	41
1-13-16	41
1-13-17	41
1-13-18	41
1-13-19	41
1-13-20	41
1-13-21	41
1-13-22	41
1-13-23	41
1-13-24	41
1-13-25	41
1-13-26	41
1-13-27	41
1-13-28	41
1-13-29	41
1-13-30	41
1-13-31	42
1-13-32	42
1-13-33	42
1-13-34	42
1-13-35	42
1-13-36	42
1-13-37	42
1-13-38	42
1-13-39	42
1-13-40	42
1-13-41	43
1-13-42	43
1-13-43	43
1-13-44	43
1-13-45	43
1-13-46	43
1-13-47	43
1-13-48	43
1-13-49	43
1-13-50	43
1-13-51	43
1-13-52	43
1-13-53	43
1-13-54	43
1-13-55	44
1-13-56	44
1-13-57	44
1-13-58	44
1-13-59	44
1-13-60	44
1-13-61	44
1-13-62	44
1-13-63	44
1-13-64	44
1-13-65	44
1-13-66	44
